mc	mn	mc_onset	mn_onset	timesig	staff	voice	label    	alt_label	globalkey	localkey	pedal	chord    	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones 	added_tones	root	bass_note
49	49	1/2     	1/2     	4/4    	5    	1    	VII      	         	g        	v       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1   	           	-2  	-2
50	50	3/8     	3/8     	4/4    	5    	1    	v6       	         	g        	v       	     	v6       	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1    	           	1   	-2
50	50	1/2     	1/2     	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
51	51	0       	0       	4/4    	5    	1    	IV       	         	g        	v       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0    	           	-1  	-1
51	51	3/4     	3/4     	4/4    	5    	1    	ii6      	         	g        	v       	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2    	           	2   	-1
52	52	0       	0       	4/4    	5    	1    	V        	         	g        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
52	52	1/2     	1/2     	4/4    	5    	1    	i\\      	         	g        	v       	     	i        	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1    	           	0   	0
53	53	1/4     	1/4     	4/4    	5    	1    	i.III    	         	g        	i       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
53	53	3/4     	3/4     	4/4    	5    	1    	IV       	         	g        	i       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0    	           	-1  	-1
54	54	0       	0       	4/4    	5    	1    	III6     	         	g        	i       	     	III6     	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3   	           	-3  	1
54	54	1/4     	1/4     	4/4    	5    	1    	IV6      	         	g        	i       	     	IV6      	IV     	    	6      	       	            	       	         	M         	1                 	1                	3, 0, -1    	           	-1  	3
54	54	1/2     	1/2     	4/4    	5    	1    	VII      	         	g        	i       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1   	           	-2  	-2
55	55	3/8     	3/8     	4/4    	5    	1    	v65      	         	g        	i       	     	v65      	v      	    	65     	       	            	       	         	mm7       	1                 	1                	-2, 2, -1, 1	           	1   	-2
55	55	1/2     	1/2     	4/4    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
56	56	0       	0       	4/4    	5    	1    	IV       	         	g        	i       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0    	           	-1  	-1
56	56	3/4     	3/4     	4/4    	5    	1    	ii6      	         	g        	i       	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2    	           	2   	-1
57	57	0       	0       	4/4    	5    	1    	V        	         	g        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
57	57	1/4     	1/4     	4/4    	5    	1    	V(4)     	         	g        	i       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2     	           	1   	1
57	57	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
58	58	0       	0       	4/4    	5    	1    	I\\      	         	g        	i       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1     	           	0   	0
