mc 	mn 	mc_onset	mn_onset	timesig	staff	voice	label    	alt_label	globalkey	localkey	pedal	chord    	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones  	added_tones	root	bass_note
142	142	1/4     	1/4     	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
142	142	1/2     	1/2     	4/4    	5    	1    	iio65    	         	g        	v       	     	iio65    	ii     	o   	65     	       	            	       	         	o7        	1                 	1                	-1, -4, -7, 2	           	2   	-1
142	142	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
142	142	7/8     	7/8     	4/4    	5    	1    	V7       	         	g        	v       	     	V7       	V      	    	7      	       	            	       	         	Mm7       	1                 	1                	1, 5, 2, -1  	           	1   	1
143	143	0       	0       	4/4    	5    	1    	VI       	         	g        	v       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
143	143	1/4     	1/4     	4/4    	5    	1    	i.i6     	         	g        	i       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0     	           	0   	-3
143	143	1/2     	1/2     	4/4    	5    	1    	#viio6(2)	         	g        	i       	     	#viio6(2)	#vii   	o   	6      	2      	            	       	         	o         	1                 	1                	2, -1, 0     	           	5   	2
143	143	3/4     	3/4     	4/4    	5    	1    	#viio6   	         	g        	i       	     	#viio6   	#vii   	o   	6      	       	            	       	         	o         	1                 	1                	2, -1, 5     	           	5   	2
144	144	0       	0       	4/4    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
144	144	1/2     	1/2     	4/4    	5    	1    	v.i      	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
144	144	3/4     	3/4     	4/4    	5    	1    	V6       	         	g        	v       	     	V6       	V      	    	6      	       	            	       	         	M         	1                 	1                	5, 2, 1      	           	1   	5
145	145	0       	0       	4/4    	5    	1    	i(9)     	         	g        	v       	     	i(9)     	i      	    	       	9      	            	       	         	m         	1                 	1                	0, -3, 1     	2          	0   	0
145	145	1/4     	1/4     	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
145	145	1/2     	1/2     	4/4    	5    	1    	V(4)     	         	g        	v       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
145	145	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
146	146	0       	0       	4/4    	5    	1    	iv6(2)   	         	g        	v       	     	iv6(2)   	iv     	    	6      	2      	            	       	         	m         	1                 	1                	-4, 0, 1     	           	-1  	-4
146	146	1/4     	1/4     	4/4    	5    	1    	iv6      	         	g        	v       	     	iv6      	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1    	           	-1  	-4
146	146	1/2     	1/2     	4/4    	5    	1    	V(4)     	         	g        	v       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
146	146	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
147	147	0       	0       	4/4    	5    	1    	I        	         	g        	v       	     	I        	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
147	147	1/2     	1/2     	4/4    	5    	1    	IV       	         	g        	v       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0     	           	-1  	-1
148	148	0       	0       	4/4    	5    	1    	VII      	         	g        	v       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
148	148	1/2     	1/2     	4/4    	5    	1    	III      	         	g        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
149	149	0       	0       	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
149	149	1/2     	1/2     	4/4    	5    	1    	VI       	         	g        	v       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
150	150	0       	0       	4/4    	5    	1    	iv       	         	g        	v       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
150	150	1/2     	1/2     	4/4    	5    	1    	VII      	         	g        	v       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
151	151	0       	0       	4/4    	5    	1    	III      	         	g        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
151	151	1/2     	1/2     	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
152	152	0       	0       	4/4    	5    	1    	IV       	         	g        	v       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0     	           	-1  	-1
152	152	1/2     	1/2     	4/4    	5    	1    	VII      	         	g        	v       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
153	153	1/2     	1/2     	4/4    	5    	1    	III      	         	g        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
154	154	0       	0       	4/4    	5    	1    	iv       	         	g        	v       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
154	154	1/2     	1/2     	4/4    	5    	1    	VII      	         	g        	v       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
155	155	0       	0       	4/4    	5    	1    	III6     	         	g        	v       	     	III6     	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3    	           	-3  	1
155	155	1/2     	1/2     	4/4    	5    	1    	VI       	         	g        	v       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
156	156	0       	0       	4/4    	5    	1    	ii6      	         	g        	v       	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2     	           	2   	-1
156	156	1/2     	1/2     	4/4    	5    	1    	v        	         	g        	v       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
157	157	0       	0       	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
157	157	1/2     	1/2     	4/4    	5    	1    	iv       	         	g        	v       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
158	158	0       	0       	4/4    	5    	1    	VII      	         	g        	v       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
158	158	1/2     	1/2     	4/4    	5    	1    	III      	         	g        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
159	159	0       	0       	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
160	160	0       	0       	4/4    	5    	1    	iv6      	         	g        	v       	     	iv6      	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1    	           	-1  	-4
160	160	1/2     	1/2     	4/4    	5    	1    	VII      	         	g        	v       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
161	161	0       	0       	4/4    	5    	1    	III6     	         	g        	v       	     	III6     	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3    	           	-3  	1
161	161	1/2     	1/2     	4/4    	5    	1    	VI       	         	g        	v       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
162	162	0       	0       	4/4    	5    	1    	iv       	         	g        	v       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
162	162	1/2     	1/2     	4/4    	5    	1    	V(4)     	         	g        	v       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
162	162	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
163	163	0       	0       	4/4    	5    	1    	I\\      	         	g        	v       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
163	163	1/2     	1/2     	4/4    	5    	1    	I        	         	g        	v       	     	I        	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
164	164	3/4     	3/4     	4/4    	5    	1    	V7/IV    	         	g        	v       	     	V7/IV    	V      	    	7      	       	IV          	       	         	Mm7       	1                 	1                	0, 4, 1, -2  	           	0   	0
165	165	0       	0       	4/4    	5    	1    	IV       	         	g        	v       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0     	           	-1  	-1
165	165	3/4     	3/4     	4/4    	5    	1    	V7/VII   	         	g        	v       	     	V7/VII   	V      	    	7      	       	VII         	       	         	Mm7       	1                 	1                	-1, 3, 0, -3 	           	-1  	-1
166	166	0       	0       	4/4    	5    	1    	VII      	         	g        	v       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
166	166	3/4     	3/4     	4/4    	5    	1    	V7/III   	         	g        	v       	     	V7/III   	V      	    	7      	       	III         	       	         	Mm7       	1                 	1                	-2, 2, -1, -4	           	-2  	-2
167	167	0       	0       	4/4    	5    	1    	III      	         	g        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
168	168	0       	0       	4/4    	5    	1    	VI       	         	g        	v       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
169	169	0       	0       	4/4    	5    	1    	i.VI     	         	g        	i       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
170	170	0       	0       	4/4    	5    	1    	iv       	         	g        	i       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
170	170	1/2     	1/2     	4/4    	5    	1    	iio6     	         	g        	i       	     	iio6     	ii     	o   	6      	       	            	       	         	o         	1                 	1                	-1, -4, 2    	           	2   	-1
171	171	0       	0       	4/4    	5    	1    	V7       	         	g        	i       	     	V7       	V      	    	7      	       	            	       	         	Mm7       	1                 	1                	1, 5, 2, -1  	           	1   	1
171	171	1/2     	1/2     	4/4    	5    	1    	V(64)    	         	g        	i       	     	V(64)    	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3     	           	1   	1
172	172	0       	0       	4/4    	5    	1    	V(4)     	         	g        	i       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
172	172	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
173	173	0       	0       	4/4    	5    	1    	I\\      	         	g        	i       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
174	174	0       	0       	4/4    	5    	1    	iv       	         	g        	i       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
176	176	0       	0       	4/4    	5    	1    	i(64)    	         	g        	i       	     	i(64)    	i      	    	       	64     	            	       	         	m         	1                 	1                	0, -1, -4    	           	0   	0
176	176	1/2     	1/2     	4/4    	5    	1    	I\\      	         	g        	i       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
