mc	mn	mc_onset	mn_onset	timesig	staff	voice	label    	alt_label	globalkey	localkey	pedal	chord    	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones  	added_tones	root	bass_note
49	49	1/2     	1/2     	4/4    	5    	1    	IV       	         	d        	v       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0     	           	-1  	-1
49	49	3/4     	3/4     	4/4    	5    	1    	ii6      	         	d        	v       	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2     	           	2   	-1
50	50	0       	0       	4/4    	5    	1    	V        	         	d        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
50	50	1/4     	1/4     	4/4    	5    	1    	V(4)     	         	d        	v       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
50	50	3/4     	3/4     	4/4    	5    	1    	V        	         	d        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
51	51	0       	0       	4/4    	5    	1    	i\\      	         	d        	v       	     	i        	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1     	           	0   	0
52	52	0       	0       	4/4    	5    	1    	i.i      	         	d        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
53	53	0       	0       	4/4    	5    	1    	v        	         	d        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
53	53	1/2     	1/2     	4/4    	5    	1    	V7/iv    	         	d        	i       	     	V7/iv    	V      	    	7      	       	iv          	       	         	Mm7       	1                 	1                	0, 4, 1, -2  	           	0   	0
53	53	3/4     	3/4     	4/4    	5    	1    	V/iv     	         	d        	i       	     	V/iv     	V      	    	       	       	iv          	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
54	54	0       	0       	4/4    	5    	1    	iv       	         	d        	i       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
54	54	3/4     	3/4     	4/4    	5    	1    	VII64    	         	d        	i       	     	VII64    	VII    	    	64     	       	            	       	         	M         	1                 	1                	-1, -2, 2    	           	-2  	-1
55	55	0       	0       	4/4    	5    	1    	I\\      	         	d        	i       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
56	56	0       	0       	4/4    	5    	1    	III      	         	d        	i       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
57	57	0       	0       	4/4    	5    	1    	VII      	         	d        	i       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
57	57	3/4     	3/4     	4/4    	5    	1    	i        	         	d        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
58	58	0       	0       	4/4    	5    	1    	V        	         	d        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
59	59	0       	0       	4/4    	5    	1    	III      	         	d        	i       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
59	59	1/2     	1/2     	4/4    	5    	1    	iio6(+42)	         	d        	i       	     	iio6(+42)	ii     	o   	6      	+42    	            	       	         	o         	1                 	1                	-1, -4, -3   	1          	2   	-1
59	59	3/4     	3/4     	4/4    	5    	1    	iio6     	         	d        	i       	     	iio6     	ii     	o   	6      	       	            	       	         	o         	1                 	1                	-1, -4, 2    	           	2   	-1
60	60	0       	0       	4/4    	5    	1    	V7       	         	d        	i       	     	V7       	V      	    	7      	       	            	       	         	Mm7       	1                 	1                	1, 5, 2, -1  	           	1   	1
60	60	1/4     	1/4     	4/4    	5    	1    	V(64)    	         	d        	i       	     	V(64)    	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3     	           	1   	1
60	60	1/2     	1/2     	4/4    	5    	1    	V        	         	d        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
61	61	0       	0       	4/4    	5    	1    	i\\      	         	d        	i       	     	i        	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1     	           	0   	0
62	62	0       	0       	4/4    	5    	1    	v.VI     	         	d        	v       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
63	63	0       	0       	4/4    	5    	1    	III      	         	d        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
63	63	3/4     	3/4     	4/4    	5    	1    	iv       	         	d        	v       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
64	64	0       	0       	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
65	65	0       	0       	4/4    	5    	1    	VI       	         	d        	v       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
66	66	0       	0       	4/4    	5    	1    	ii6      	         	d        	v       	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2     	           	2   	-1
66	66	3/4     	3/4     	4/4    	5    	1    	V7/III   	         	d        	v       	     	V7/III   	V      	    	7      	       	III         	       	         	Mm7       	1                 	1                	-2, 2, -1, -4	           	-2  	-2
67	67	0       	0       	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
68	68	0       	0       	4/4    	5    	1    	VII6     	         	d        	v       	     	VII6     	VII    	    	6      	       	            	       	         	M         	1                 	1                	2, -1, -2    	           	-2  	2
68	68	3/4     	3/4     	4/4    	5    	1    	vii%7/III	         	d        	v       	     	vii%7/III	vii    	%   	7      	       	III         	       	         	%7        	1                 	1                	2, -1, -4, 0 	           	2   	2
69	69	0       	0       	4/4    	5    	1    	III      	         	d        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
70	70	0       	0       	4/4    	5    	1    	ii6      	         	d        	v       	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2     	           	2   	-1
70	70	3/4     	3/4     	4/4    	5    	1    	V7/VII   	         	d        	v       	     	V7/VII   	V      	    	7      	       	VII         	       	         	Mm7       	1                 	1                	-1, 3, 0, -3 	           	-1  	-1
71	71	0       	0       	4/4    	5    	1    	V        	         	d        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
72	72	0       	0       	4/4    	5    	1    	V(64)    	         	d        	v       	     	V(64)    	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3     	           	1   	1
72	72	1/2     	1/2     	4/4    	5    	1    	V(4)     	         	d        	v       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
72	72	3/4     	3/4     	4/4    	5    	1    	V        	         	d        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
73	73	0       	0       	4/4    	5    	1    	I\\      	         	d        	v       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
74	74	0       	0       	4/4    	5    	1    	i.I      	         	d        	i       	     	I        	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
75	75	0       	0       	4/4    	5    	1    	v        	         	d        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
75	75	1/2     	1/2     	4/4    	5    	1    	V7/iv    	         	d        	i       	     	V7/iv    	V      	    	7      	       	iv          	       	         	Mm7       	1                 	1                	0, 4, 1, -2  	           	0   	0
75	75	3/4     	3/4     	4/4    	5    	1    	V/iv     	         	d        	i       	     	V/iv     	V      	    	       	       	iv          	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
76	76	0       	0       	4/4    	5    	1    	iv       	         	d        	i       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
77	77	0       	0       	4/4    	5    	1    	I\\      	         	d        	i       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
78	78	0       	0       	4/4    	5    	1    	III      	         	d        	i       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
79	79	0       	0       	4/4    	5    	1    	VII      	         	d        	i       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
79	79	3/4     	3/4     	4/4    	5    	1    	iv6      	         	d        	i       	     	iv6      	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1    	           	-1  	-4
80	80	0       	0       	4/4    	5    	1    	V\\      	         	d        	i       	     	V        	V      	    	       	       	            	       	\\       	M         	1                 	1                	1, 5, 2      	           	1   	1
81	81	0       	0       	4/4    	5    	1    	III      	         	d        	i       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
82	82	0       	0       	4/4    	5    	1    	VII      	         	d        	i       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
82	82	3/4     	3/4     	4/4    	5    	1    	i        	         	d        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
83	83	0       	0       	4/4    	5    	1    	V\\      	         	d        	i       	     	V        	V      	    	       	       	            	       	\\       	M         	1                 	1                	1, 5, 2      	           	1   	1
83	83	1/2     	1/2     	4/4    	5    	1    	v        	         	d        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
84	84	0       	0       	4/4    	5    	1    	III      	         	d        	i       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
84	84	1/2     	1/2     	4/4    	5    	1    	i65      	         	d        	i       	     	i65      	i      	    	65     	       	            	       	         	mm7       	1                 	1                	-3, 1, -2, 0 	           	0   	-3
85	85	0       	0       	4/4    	5    	1    	IV       	         	d        	i       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0     	           	-1  	-1
85	85	1/2     	1/2     	4/4    	5    	1    	ii6      	         	d        	i       	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2     	           	2   	-1
86	86	0       	0       	4/4    	5    	1    	v[v      	         	d        	i       	v    	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
86	86	1/2     	1/2     	4/4    	5    	1    	i        	         	d        	i       	v    	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
87	87	1/2     	1/2     	4/4    	5    	1    	v        	         	d        	i       	v    	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
88	88	1/4     	1/4     	4/4    	5    	1    	vio6     	         	d        	i       	v    	vio6     	vi     	o   	6      	       	            	       	         	o         	1                 	1                	-7, -10, -4  	           	-4  	-7
88	88	1/2     	1/2     	4/4    	5    	1    	V        	         	d        	i       	v    	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
